budget,genres,id,production_countries,release_date,revenue,runtime,title,vote_average,vote_count,Country - Afghanistan,Country - Algeria,Country - Angola,Country - Argentina,Country - Aruba,Country - Australia,Country - Austria,Country - Belgium,Country - Bhutan,Country - Bolivia,Country - Bosnia and Herzegovina,Country - Brazil,Country - Bulgaria,Country - Cambodia,Country - Cameroon,Country - Canada,Country - Chile,Country - China,Country - Colombia,Country - Cyprus,Country - Czech Republic,Country - Denmark,Country - Dominica,Country - Dominican Republic,Country - Ecuador,Country - Egypt,Country - Fiji,Country - Finland,Country - France,Country - Germany,Country - Greece,Country - Guadaloupe,Country - Guyana,Country - Hong Kong,Country - Hungary,Country - Iceland,Country - India,Country - Indonesia,Country - Iran,Country - Ireland,Country - Israel,Country - Italy,Country - Jamaica,Country - Japan,Country - Jordan,Country - Kazakhstan,Country - Kenya,Country - Kyrgyz Republic,Country - Lebanon,Country - Libyan Arab Jamahiriya,Country - Lithuania,Country - Luxembourg,Country - Malaysia,Country - Malta,Country - Mexico,Country - Monaco,Country - Morocco,Country - Netherlands,Country - New Zealand,Country - Nigeria,Country - Norway,Country - Pakistan,Country - Panama,Country - Peru,Country - Philippines,Country - Poland,Country - Portugal,Country - Romania,Country - Russia,Country - Singapore,Country - Slovakia,Country - Slovenia,Country - South Africa,Country - South Korea,Country - Spain,Country - Sweden,Country - Switzerland,Country - Taiwan,Country - Thailand,Country - Tunisia,Country - Turkey,Country - Ukraine,Country - United Arab Emirates,Country - United Kingdom,Country - United States of America,Country - Serbia and Montenegro,Country - Serbia,Genre - Action,Genre - Crime,Genre - Fantasy,Genre - Adventure,Genre - Family,Genre - Drama,Genre - Science Fiction,Genre - Thriller,Genre - Comedy,Genre - Animation,Genre - Romance,Genre - Western,Genre - Horror,Genre - History,Genre - War,Genre - Mystery,Genre - Music,Genre - TV Movie,Genre - Foreign,Genre - Documentary
60000000,"[{""id"": 35, ""name"": ""Comedy""}, {""id"": 18, ""name"": ""Drama""}, {""id"": 10749, ""name"": ""Romance""}, {""id"": 878, ""name"": ""Science Fiction""}]",10416,"[{""iso_3166_1"": ""US"", ""name"": ""United States of America""}]",36588,0,105,What Planet Are You From?,5.4,37,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,United States of America,,,,,,,,drama,science,,comedy,,romance,,,,,,,,,
50000000,"[{""id"": 14, ""name"": ""Fantasy""}, {""id"": 53, ""name"": ""Thriller""}, {""id"": 28, ""name"": ""Action""}, {""id"": 80, ""name"": ""Crime""}]",47327,"[{""iso_3166_1"": ""US"", ""name"": ""United States of America""}]",40598,28931401,105,Drive Angry,5.3,600,,,,,,,,,,,,,,,,Canada,,,,,,,,,,,,,,,,,,,,,India,,,,,,,Japan,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,United States of America,,,action,crime,fantasy,,,,,thriller,,,,,,,,,,,,
50000000,"[{""id"": 28, ""name"": ""Action""}, {""id"": 12, ""name"": ""Adventure""}, {""id"": 878, ""name"": ""Science Fiction""}, {""id"": 53, ""name"": ""Thriller""}]",15268,"[{""iso_3166_1"": ""CA"", ""name"": ""Canada""}, {""iso_3166_1"": ""IN"", ""name"": ""India""}, {""iso_3166_1"": ""JP"", ""name"": ""Japan""}, {""iso_3166_1"": ""US"", ""name"": ""United States of America""}]",39871,12764201,97,Street Fighter: The Legend of Chun-Li,3.9,112,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,United States of America,,,action,,,adventure,,,science,thriller,,,,,,,,,,,,
49000000,"[{""id"": 28, ""name"": ""Action""}, {""id"": 878, ""name"": ""Science Fiction""}, {""id"": 53, ""name"": ""Thriller""}]",10796,"[{""iso_3166_1"": ""US"", ""name"": ""United States of America""}]",37197,72700000,87,The One,5.7,437,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,United States of America,,,action,,,,,,science,thriller,,,,,,,,,,,,
49000000,"[{""id"": 28, ""name"": ""Action""}, {""id"": 35, ""name"": ""Comedy""}, {""id"": 53, ""name"": ""Thriller""}, {""id"": 80, ""name"": ""Crime""}, {""id"": 9648, ""name"": ""Mystery""}]",9548,"[{""iso_3166_1"": ""US"", ""name"": ""United States of America""}]",33065,20423389,104,The Adventures of Ford Fairlane,6.2,71,,,,,,,,,,,,,,,,,,,,,,,,,,,,,France,Germany,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,United Kingdom,,,,action,crime,,,,,,thriller,comedy,,,,,,,mystery,,,,
50000000,"[{""id"": 18, ""name"": ""Drama""}, {""id"": 35, ""name"": ""Comedy""}]",18947,"[{""iso_3166_1"": ""DE"", ""name"": ""Germany""}, {""iso_3166_1"": ""GB"", ""name"": ""United Kingdom""}, {""iso_3166_1"": ""FR"", ""name"": ""France""}]",39904,36348784,116,The Boat That Rocked,7.2,666,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Germany,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,United States of America,,,,,,,,drama,,,comedy,,,,,,,,,,,
48000000,"[{""id"": 53, ""name"": ""Thriller""}, {""id"": 18, ""name"": ""Drama""}, {""id"": 80, ""name"": ""Crime""}]",1900,"[{""iso_3166_1"": ""DE"", ""name"": ""Germany""}, {""iso_3166_1"": ""US"", ""name"": ""United States of America""}]",36887,207515725,147,Traffic,6.9,562,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,United States of America,,,,crime,,,,drama,,thriller,,,,,,,,,,,,
48000000,"[{""id"": 12, ""name"": ""Adventure""}, {""id"": 28, ""name"": ""Action""}]",89,"[{""iso_3166_1"": ""US"", ""name"": ""United States of America""}]",32652,474171806,127,Indiana Jones and the Last Crusade,7.6,3152,,,,,,,,,,,,,,,,,,,,,,,,,,,,,France,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,United Kingdom,,,,action,,,adventure,,,,,,,,,,,,,,,,
0,"[{""id"": 18, ""name"": ""Drama""}, {""id"": 10749, ""name"": ""Romance""}]",96724,"[{""iso_3166_1"": ""FR"", ""name"": ""France""}, {""iso_3166_1"": ""GB"", ""name"": ""United Kingdom""}]",41158,68929150,130,Anna Karenina,6.5,639,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Mexico,,,,,,,,,,,,,,,,,,South Africa,,,,,,,,,,,,United States of America,,,,,,,,drama,,,,,romance,,,,,,,,,
49000000,"[{""id"": 80, ""name"": ""Crime""}, {""id"": 28, ""name"": ""Action""}, {""id"": 878, ""name"": ""Science Fiction""}]",198184,"[{""iso_3166_1"": ""MX"", ""name"": ""Mexico""}, {""iso_3166_1"": ""ZA"", ""name"": ""South Africa""}, {""iso_3166_1"": ""US"", ""name"": ""United States of America""}]",42067,104399548,120,Chappie,6.6,3062,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,United States of America,,,action,crime,,,,,science,,,,,,,,,,,,,
73000000,"[{""id"": 18, ""name"": ""Drama""}, {""id"": 9648, ""name"": ""Mystery""}, {""id"": 53, ""name"": ""Thriller""}, {""id"": 80, ""name"": ""Crime""}]",9481,"[{""iso_3166_1"": ""US"", ""name"": ""United States of America""}]",36468,151493655,118,The Bone Collector,6.5,826,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,United States of America,,,,crime,,,,drama,,thriller,,,,,,,,mystery,,,,
48000000,"[{""id"": 80, ""name"": ""Crime""}, {""id"": 18, ""name"": ""Drama""}, {""id"": 53, ""name"": ""Thriller""}]",4547,"[{""iso_3166_1"": ""US"", ""name"": ""United States of America""}]",37344,196397415,111,Panic Room,6.5,1267,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,crime,,,,drama,,thriller,,,,,,,,,,,,
0,"[{""id"": 27, ""name"": ""Horror""}]",53953,[],38937,0,0,The Tooth Fairy,4.3,13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,United States of America,,,,,,,,,,,,,,,horror,,,,,,,
75000000,"[{""id"": 28, ""name"": ""Action""}, {""id"": 12, ""name"": ""Adventure""}, {""id"": 35, ""name"": ""Comedy""}]",6415,"[{""iso_3166_1"": ""US"", ""name"": ""United States of America""}]",36430,108000000,114,Three Kings,6.6,692,,,,,,,,,,,,,,,,,,,,,Czech Republic,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Romania,,,,,,,,,,,,,,,,United Kingdom,United States of America,,,action,,,adventure,,,,,comedy,,,,,,,,,,,
50000000,"[{""id"": 80, ""name"": ""Crime""}, {""id"": 53, ""name"": ""Thriller""}]",181283,"[{""iso_3166_1"": ""GB"", ""name"": ""United Kingdom""}, {""iso_3166_1"": ""US"", ""name"": ""United States of America""}, {""iso_3166_1"": ""CZ"", ""name"": ""Czech Republic""}, {""iso_3166_1"": ""RO"", ""name"": ""Romania""}]",42078,3324330,137,Child 44,6.1,547,,,,,,,,,,,,,,,,Canada,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,United States of America,,,,crime,,,,,,thriller,,,,,,,,,,,,
48000000,"[{""id"": 12, ""name"": ""Adventure""}, {""id"": 35, ""name"": ""Comedy""}]",9896,"[{""iso_3166_1"": ""CA"", ""name"": ""Canada""}, {""iso_3166_1"": ""US"", ""name"": ""United States of America""}]",37102,85498534,112,Rat Race,6,518,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Germany,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,United Kingdom,United States of America,,,,,,adventure,,,,,comedy,,,,,,,,,,,
48000000,"[{""id"": 18, ""name"": ""Drama""}, {""id"": 878, ""name"": ""Science Fiction""}]",167,"[{""iso_3166_1"": ""DE"", ""name"": ""Germany""}, {""iso_3166_1"": ""GB"", ""name"": ""United Kingdom""}, {""iso_3166_1"": ""US"", ""name"": ""United States of America""}]",37186,50315140,120,K-PAX,7.1,695,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,United States of America,,,,,,,,drama,science,,,,,,,,,,,,,
0,"[{""id"": 35, ""name"": ""Comedy""}, {""id"": 14, ""name"": ""Fantasy""}, {""id"": 10749, ""name"": ""Romance""}, {""id"": 878, ""name"": ""Science Fiction""}]",11232,"[{""iso_3166_1"": ""US"", ""name"": ""United States of America""}]",37250,0,118,Kate & Leopold,6,418,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,United States of America,,,,,fantasy,,,,science,,comedy,,romance,,,,,,,,,
48000000,"[{""id"": 14, ""name"": ""Fantasy""}, {""id"": 35, ""name"": ""Comedy""}, {""id"": 10749, ""name"": ""Romance""}]",1636,"[{""iso_3166_1"": ""US"", ""name"": ""United States of America""}]",36818,90383208,93,Bedazzled,5.6,512,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,United States of America,,,,,fantasy,,,,,,comedy,,romance,,,,,,,,,
58000000,"[{""id"": 10402, ""name"": ""Music""}, {""id"": 18, ""name"": ""Drama""}, {""id"": 80, ""name"": ""Crime""}, {""id"": 10749, ""name"": ""Romance""}]",2148,"[{""iso_3166_1"": ""US"", ""name"": ""United States of America""}]",31030,25928721,127,The Cotton Club,6.6,68,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,United States of America,,,,crime,,,,drama,,,,,romance,,,,,,music,,,
55000000,"[{""id"": 37, ""name"": ""Western""}]",5176,"[{""iso_3166_1"": ""US"", ""name"": ""United States of America""}]",39331,70016220,122,3:10 to Yuma,6.9,1188,,,,,,,,,,,,,,,,,,,,,,,,,,,,,France,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,United States of America,,,,,,,,,,,,,,western,,,,,,,,
48000000,"[{""id"": 53, ""name"": ""Thriller""}, {""id"": 28, ""name"": ""Action""}]",260346,"[{""iso_3166_1"": ""FR"", ""name"": ""France""}, {""iso_3166_1"": ""US"", ""name"": ""United States of America""}]",41989,325771424,109,Taken 3,6.1,2200,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,United States of America,,,action,,,,,,,thriller,,,,,,,,,,,,
48000000,"[{""id"": 10749, ""name"": ""Romance""}, {""id"": 35, ""name"": ""Comedy""}, {""id"": 80, ""name"": ""Crime""}]",1389,"[{""iso_3166_1"": ""US"", ""name"": ""United States of America""}]",35972,77745568,123,Out of Sight,6.5,333,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,United States of America,,,,crime,,,,,,,comedy,,romance,,,,,,,,,
47000000,"[{""id"": 35, ""name"": ""Comedy""}, {""id"": 18, ""name"": ""Drama""}, {""id"": 53, ""name"": ""Thriller""}]",9894,"[{""iso_3166_1"": ""US"", ""name"": ""United States of America""}]",35226,102825796,96,The Cable Guy,5.7,594,,,,,,,,,,,,,,,,Canada,,,,,,,,,,,,,,,,,,,,,India,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,drama,,thriller,comedy,,,,,,,,,,,
0,"[{""id"": 18, ""name"": ""Drama""}]",7504,"[{""iso_3166_1"": ""CA"", ""name"": ""Canada""}, {""iso_3166_1"": ""IN"", ""name"": ""India""}]",36054,528972,101,Earth,6.6,9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,United States of America,,,,,,,,drama,,,,,,,,,,,,,,
47000000,"[{""id"": 12, ""name"": ""Adventure""}, {""id"": 28, ""name"": ""Action""}, {""id"": 35, ""name"": ""Comedy""}, {""id"": 53, ""name"": ""Thriller""}, {""id"": 80, ""name"": ""Crime""}]",8592,"[{""iso_3166_1"": ""US"", ""name"": ""United States of America""}]",33039,103738726,103,Dick Tracy,5.9,251,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,United States of America,,,action,crime,,adventure,,,,thriller,comedy,,,,,,,,,,,
48000000,"[{""id"": 18, ""name"": ""Drama""}, {""id"": 80, ""name"": ""Crime""}, {""id"": 10749, ""name"": ""Romance""}]",913,"[{""iso_3166_1"": ""US"", ""name"": ""United States of America""}]",36378,124305181,113,The Thomas Crown Affair,6.6,339,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,United States of America,,,,crime,,,,drama,,,,,romance,,,,,,,,,
48000000,"[{""id"": 35, ""name"": ""Comedy""}, {""id"": 18, ""name"": ""Drama""}, {""id"": 10749, ""name"": ""Romance""}]",11091,"[{""iso_3166_1"": ""US"", ""name"": ""United States of America""}]",37183,35743308,132,Riding in Cars with Boys,6.5,103,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,United States of America,,,,,,,,drama,,,comedy,,romance,,,,,,,,,
15000000,"[{""id"": 28, ""name"": ""Action""}, {""id"": 12, ""name"": ""Adventure""}, {""id"": 53, ""name"": ""Thriller""}, {""id"": 10752, ""name"": ""War""}]",1368,"[{""iso_3166_1"": ""US"", ""name"": ""United States of America""}]",30246,125212904,93,First Blood,7.2,1488,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Russia,,,,,,,,,,,,,,,,,,,action,,,adventure,,,,thriller,,,,,,,war,,,,,
0,"[{""id"": 18, ""name"": ""Drama""}, {""id"": 878, ""name"": ""Science Fiction""}, {""id"": 12, ""name"": ""Adventure""}, {""id"": 9648, ""name"": ""Mystery""}]",593,"[{""iso_3166_1"": ""RU"", ""name"": ""Russia""}]",26378,0,167,Solaris,7.7,357,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Germany,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,United States of America,,,,,,adventure,,drama,science,,,,,,,,,mystery,,,,
47000000,"[{""id"": 16, ""name"": ""Animation""}, {""id"": 35, ""name"": ""Comedy""}, {""id"": 10751, ""name"": ""Family""}, {""id"": 14, ""name"": ""Fantasy""}, {""id"": 878, ""name"": ""Science Fiction""}]",5393,"[{""iso_3166_1"": ""DE"", ""name"": ""Germany""}, {""iso_3166_1"": ""US"", ""name"": ""United States of America""}]",38974,38085778,75,Happily N'Ever After,4.6,104,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,United States of America,,,,,fantasy,,family,,science,,comedy,animation,,,,,,,,,,
47000000,"[{""id"": 18, ""name"": ""Drama""}, {""id"": 27, ""name"": ""Horror""}, {""id"": 53, ""name"": ""Thriller""}, {""id"": 10749, ""name"": ""Romance""}]",9095,"[{""iso_3166_1"": ""US"", ""name"": ""United States of America""}]",35118,12379402,104,Mary Reilly,5.7,74,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,United States of America,,,,,,,,drama,,thriller,,,romance,,horror,,,,,,,
38000000,"[{""id"": 35, ""name"": ""Comedy""}, {""id"": 10749, ""name"": ""Romance""}]",8874,"[{""iso_3166_1"": ""US"", ""name"": ""United States of America""}]",35600,299288605,105,My Best Friend's Wedding,6.3,584,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,United States of America,,,,,,,,,,,comedy,,romance,,,,,,,,,
0,"[{""id"": 35, ""name"": ""Comedy""}, {""id"": 10749, ""name"": ""Romance""}]",11467,"[{""iso_3166_1"": ""US"", ""name"": ""United States of America""}]",37089,0,102,America's Sweethearts,5.5,252,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,United States of America,,,,,,,,,,,comedy,,romance,,,,,,,,,
46000000,"[{""id"": 80, ""name"": ""Crime""}, {""id"": 9648, ""name"": ""Mystery""}, {""id"": 53, ""name"": ""Thriller""}]",320,"[{""iso_3166_1"": ""US"", ""name"": ""United States of America""}]",37400,113714830,118,Insomnia,6.8,1148,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,United States of America,,,,crime,,,,,,thriller,,,,,,,,mystery,,,,
46000000,"[{""id"": 878, ""name"": ""Science Fiction""}, {""id"": 28, ""name"": ""Action""}, {""id"": 12, ""name"": ""Adventure""}, {""id"": 53, ""name"": ""Thriller""}]",199,"[{""iso_3166_1"": ""US"", ""name"": ""United States of America""}]",35390,150000000,111,Star Trek: First Contact,7,661,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,United States of America,,,action,,,adventure,,,science,thriller,,,,,,,,,,,,
47000000,"[{""id"": 28, ""name"": ""Action""}, {""id"": 37, ""name"": ""Western""}, {""id"": 18, ""name"": ""Drama""}, {""id"": 14, ""name"": ""Fantasy""}, {""id"": 53, ""name"": ""Thriller""}]",20533,"[{""iso_3166_1"": ""US"", ""name"": ""United States of America""}]",40347,10539000,80,Jonah Hex,4.4,420,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,United States of America,,,action,,fantasy,,,drama,,thriller,,,,western,,,,,,,,
46000000,"[{""id"": 18, ""name"": ""Drama""}, {""id"": 53, ""name"": ""Thriller""}, {""id"": 9648, ""name"": ""Mystery""}, {""id"": 10752, ""name"": ""War""}]",10684,"[{""iso_3166_1"": ""US"", ""name"": ""United States of America""}]",35250,100860818,117,Courage Under Fire,6.2,232,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,United States of America,,,,,,,,drama,,thriller,,,,,,,war,mystery,,,,
45000000,"[{""id"": 35, ""name"": ""Comedy""}]",1624,"[{""iso_3166_1"": ""US"", ""name"": ""United States of America""}]",35510,181000000,86,Liar Liar,6.4,1424,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,United Kingdom,,,,,,,,,,,,comedy,,,,,,,,,,,
25000000,"[{""id"": 80, ""name"": ""Crime""}, {""id"": 18, ""name"": ""Drama""}, {""id"": 53, ""name"": ""Thriller""}]",325789,"[{""iso_3166_1"": ""GB"", ""name"": ""United Kingdom""}]",42564,15436808,127,The Infiltrator,6.6,573,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,South Korea,,,,,,,,,,,United States of America,,,,crime,,,,drama,,thriller,,,,,,,,,,,,
46000000,"[{""id"": 18, ""name"": ""Drama""}, {""id"": 36, ""name"": ""History""}, {""id"": 10752, ""name"": ""War""}]",113464,"[{""iso_3166_1"": ""KR"", ""name"": ""South Korea""}, {""iso_3166_1"": ""US"", ""name"": ""United States of America""}]",29710,5200000,140,Inchon,6.5,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,United States of America,,,,,,,,drama,,,,,,,,history,war,,,,,
46000000,"[{""id"": 14, ""name"": ""Fantasy""}, {""id"": 35, ""name"": ""Comedy""}, {""id"": 10751, ""name"": ""Family""}]",888,"[{""iso_3166_1"": ""US"", ""name"": ""United States of America""}]",34480,341631208,91,The Flintstones,5,543,,,,,,,,,,,,,,,,,,,,,,,,,,,,,France,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,fantasy,,family,,,,comedy,,,,,,,,,,,
45000000,"[{""id"": 28, ""name"": ""Action""}, {""id"": 80, ""name"": ""Crime""}, {""id"": 53, ""name"": ""Thriller""}]",82675,"[{""iso_3166_1"": ""FR"", ""name"": ""France""}]",41179,376141306,91,Taken 2,6.1,2757,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,United States of America,,,action,crime,,,,,,thriller,,,,,,,,,,,,
48000000,"[{""id"": 35, ""name"": ""Comedy""}]",4256,"[{""iso_3166_1"": ""US"", ""name"": ""United States of America""}]",37918,220673217,84,Scary Movie 3,5.8,912,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,United States of America,,,,,,,,,,,comedy,,,,,,,,,,,
45000000,"[{""id"": 35, ""name"": ""Comedy""}, {""id"": 80, ""name"": ""Crime""}, {""id"": 28, ""name"": ""Action""}]",1493,"[{""iso_3166_1"": ""US"", ""name"": ""United States of America""}]",36874,212000000,111,Miss Congeniality,6.1,961,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,United States of America,,,action,crime,,,,,,,comedy,,,,,,,,,,,
45000000,"[{""id"": 28, ""name"": ""Action""}, {""id"": 878, ""name"": ""Science Fiction""}, {""id"": 12, ""name"": ""Adventure""}, {""id"": 35, ""name"": ""Comedy""}, {""id"": 10751, ""name"": ""Family""}]",88751,"[{""iso_3166_1"": ""US"", ""name"": ""United States of America""}]",39639,101702060,93,Journey to the Center of the Earth,5.8,1309,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,United States of America,,,action,,,adventure,family,,science,,comedy,,,,,,,,,,,
40000000,"[{""id"": 35, ""name"": ""Comedy""}, {""id"": 18, ""name"": ""Drama""}, {""id"": 10751, ""name"": ""Family""}, {""id"": 10749, ""name"": ""Romance""}]",11130,"[{""iso_3166_1"": ""US"", ""name"": ""United States of America""}]",38205,95149435,113,The Princess Diaries 2: Royal Engagement,6,697,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,United States of America,,,,,,,family,drama,,,comedy,,romance,,,,,,,,,
45000000,"[{""id"": 18, ""name"": ""Drama""}, {""id"": 9648, ""name"": ""Mystery""}, {""id"": 53, ""name"": ""Thriller""}, {""id"": 80, ""name"": ""Crime""}]",9944,"[{""iso_3166_1"": ""US"", ""name"": ""United States of America""}]",34319,195268056,141,The Pelican Brief,6.3,371,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,United States of America,,,,crime,,,,drama,,thriller,,,,,,,,mystery,,,,
45000000,"[{""id"": 18, ""name"": ""Drama""}, {""id"": 53, ""name"": ""Thriller""}, {""id"": 80, ""name"": ""Crime""}, {""id"": 9648, ""name"": ""Mystery""}]",10731,"[{""iso_3166_1"": ""US"", ""name"": ""United States of America""}]",34535,117615211,119,The Client,6.4,278,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,United States of America,,,,crime,,,,drama,,thriller,,,,,,,,mystery,,,,
